ticket_id,order_id,resolution_cost,created_at
874,51827,5.3,2023-04-17
875,17264,15.77,2024-04-05
876,28795,12.71,2023-01-11
877,56476,3.89,2023-04-04
878,53137,28.76,2023-05-06
879,20356,7.28,2023-08-29
880,127,4.01,2024-07-30
881,28737,2.09,2023-09-22
882,10299,4.3,2024-08-31
883,50113,36.29,2024-12-10
884,31110,17.56,2024-07-03
885,26814,2.57,2024-12-03
886,14453,5.66,2023-03-11
887,15501,8.69,2023-12-19
888,26554,18.16,2023-04-15
889,15914,22.88,2024-08-23
890,20679,15.32,2023-07-30
891,12846,15.51,2024-07-01
892,17248,17.56,2023-01-01
893,3660,15.59,2024-04-24
894,6797,3.36,2024-06-21
895,31248,20.28,2024-04-03
896,20024,3.58,2024-06-29
897,50308,10.58,2024-01-24
898,33989,44.13,2024-04-30
899,19666,27.71,2023-04-07
900,26058,54.12,2023-02-09
901,34576,6.13,2024-08-26
902,12699,3.0,2024-03-18
903,50882,1.72,2023-09-07
904,42532,25.03,2024-09-04
905,18771,10.8,2024-11-21
906,15393,10.61,2023-01-13
907,30355,20.41,2023-04-07
908,23372,5.75,2023-11-02
909,21727,6.69,2024-10-02
910,58556,9.62,2023-03-26
911,2089,14.41,2023-01-26
912,30058,13.24,2024-12-23
913,29183,4.39,2023-07-08
914,34663,36.31,2023-06-22
915,7000,7.65,2024-01-22
916,24176,2.77,2024-02-12
917,8753,13.54,2023-03-14
918,4377,3.48,2023-01-11
919,5723,15.45,2023-05-06
920,54723,12.22,2024-06-21
921,11292,20.29,2023-12-28
922,56437,46.07,2024-03-03
923,15194,1.74,2023-07-09
924,29086,8.14,2024-05-09
925,45791,5.95,2024-04-24
926,49282,14.22,2023-07-06
927,47421,4.66,2023-11-28
928,3193,1.1,2024-01-04
929,1378,1.7,2023-07-16
930,49350,1.9,2024-04-30
931,14780,18.05,2023-05-28
932,25997,1.86,2024-07-30
933,20824,0.97,2023-11-19
934,11871,4.27,2023-08-28
935,1205,6.36,2024-03-25
936,33553,8.13,2024-05-30
937,17798,6.82,2023-04-08
938,45631,26.07,2023-05-17
939,33233,15.02,2023-06-25
940,6551,6.21,2023-03-15
941,59603,6.15,2024-01-18
942,35196,14.63,2024-07-20
943,9549,4.95,2024-05-31
944,7181,6.77,2023-08-12
945,39040,7.74,2023-11-28
946,53269,24.69,2023-09-29
947,14697,8.08,2024-01-16
948,42102,14.36,2024-01-28
949,5716,7.23,2023-04-04
950,46889,8.13,2024-07-04
951,13379,8.68,2024-02-29
952,28069,9.31,2023-03-18
953,40622,3.66,2024-12-07
954,18728,50.68,2023-03-08
955,19673,4.38,2024-03-22
956,29932,1.77,2024-04-05
957,50543,4.47,2024-05-06
958,1624,16.54,2023-04-03
959,26485,9.51,2024-01-09
960,30242,6.01,2024-12-23
961,45624,34.55,2023-07-31
962,22956,18.83,2024-12-27
963,38838,1.36,2023-10-15
964,29102,11.81,2023-03-20
965,13143,25.25,2024-04-24
966,17662,12.83,2024-01-16
967,21760,6.3,2024-02-12
968,17376,20.92,2023-04-01
969,43219,22.02,2024-11-04
970,27018,11.87,2024-12-03
971,28894,41.85,2023-02-04
972,27907,3.24,2024-10-23
973,3851,11.99,2023-12-02
974,9788,13.5,2023-06-18
975,33758,44.73,2023-08-21
976,13657,20.92,2023-06-23
977,55014,74.85,2023-12-15
978,58755,8.63,2024-09-04
979,25847,1.53,2024-11-08
980,1197,14.54,2024-07-11
981,53215,24.84,2023-10-14
982,56559,15.82,2023-12-23
983,48742,28.54,2024-11-21
984,251,16.42,2024-11-18
985,34206,5.41,2024-11-17
986,289,27.69,2023-04-18
987,13565,34.21,2024-10-22
988,47234,24.2,2023-02-22
989,22250,8.68,2024-08-08
990,34752,2.38,2023-09-06
991,39184,1.44,2023-06-15
992,33942,10.15,2024-05-23
993,53314,6.75,2024-12-27
994,31768,4.95,2023-08-18
995,37338,5.47,2023-12-26
996,2514,50.22,2024-06-26
997,32406,3.19,2023-03-29
998,53014,6.47,2023-05-17
999,22293,4.7,2024-04-25
1000,44171,6.7,2023-09-12
1001,52210,5.93,2024-04-24
1002,39566,11.54,2023-06-08
1003,18364,6.89,2024-08-11
1004,32861,21.83,2023-03-24
1005,17202,9.94,2024-01-12
1006,16807,3.09,2023-10-03
1007,15275,6.78,2023-06-04
1008,51585,10.17,2024-10-26
1009,27628,9.44,2024-03-22
1010,3986,60.44,2024-06-21
1011,30993,9.23,2023-09-06
1012,59782,8.11,2024-04-24
1013,57676,5.77,2024-06-16
1014,25056,6.06,2023-09-30
1015,15557,11.79,2023-05-30
1016,4069,12.42,2024-06-02
1017,56082,9.49,2023-12-14
1018,25142,7.43,2024-05-11
1019,26179,26.47,2023-05-16
1020,948,5.03,2023-02-14
1021,19774,10.54,2024-12-24
1022,8817,14.02,2024-11-19
1023,58318,14.05,2024-11-14
1024,30661,10.49,2023-11-16
1025,9712,6.67,2023-08-02
1026,43177,7.84,2024-03-13
1027,46636,27.22,2023-07-26
1028,11809,18.18,2023-10-13
1029,1678,7.05,2023-09-19
1030,35331,7.69,2024-12-30
1031,11285,5.27,2023-07-18
1032,35035,19.65,2024-02-06
1033,1457,2.96,2023-05-04
1034,3739,23.26,2024-08-18
1035,42342,10.88,2024-12-30
1036,33884,17.64,2024-06-14
1037,23062,4.27,2024-09-22
1038,43320,2.31,2024-06-02
1039,6361,12.39,2023-06-09
1040,27558,9.0,2024-11-09
1041,23996,3.87,2023-02-22
1042,54005,2.85,2023-09-14
1043,2264,3.36,2024-04-21
1044,9251,15.33,2023-09-12
1045,48548,17.46,2023-05-10
1046,3274,13.21,2023-10-29
1047,53183,7.56,2023-10-30
1048,27157,7.86,2024-08-30
1049,24127,11.09,2024-08-11
1050,40353,6.81,2024-09-18
1051,52893,35.06,2024-07-22
1052,34399,12.64,2024-12-28
1053,7261,12.06,2023-06-22
1054,23723,22.59,2023-10-16
1055,11659,14.8,2024-08-03
1056,57480,4.63,2023-06-26
1057,31713,13.17,2024-06-25
1058,53646,2.64,2024-11-13
1059,28287,3.63,2023-12-18
1060,34460,5.0,2023-07-19
1061,11121,28.11,2024-12-29
1062,15696,11.82,2023-03-06
1063,3198,20.16,2024-09-07
1064,58462,14.63,2023-01-08
1065,42230,7.1,2023-07-01
1066,11754,14.01,2023-11-15
1067,31561,3.45,2024-04-16
1068,10228,1.58,2023-12-24
1069,37446,14.64,2024-08-14
1070,40626,6.13,2024-01-27
1071,59975,24.53,2023-08-18
1072,14920,10.59,2023-04-02
1073,39928,1.56,2024-01-05
1074,45509,1.81,2024-05-15
1075,55441,3.37,2024-03-01
1076,31274,27.08,2023-06-29
1077,31899,8.03,2024-12-03
1078,35278,20.23,2023-11-11
1079,5326,46.21,2024-05-12
1080,56210,1.81,2024-05-25
1081,49377,2.93,2023-09-27
1082,28364,2.88,2023-06-10
1083,25751,3.83,2023-06-12
1084,12422,32.85,2023-01-20
1085,32262,11.49,2023-04-16
1086,11456,5.46,2024-03-26
1087,7465,10.0,2024-12-15
1088,22188,4.5,2024-05-15
1089,36528,9.24,2024-06-03
1090,53302,5.63,2024-05-31
1091,24777,5.06,2024-08-18
1092,42656,19.51,2023-02-04
1093,17839,1.86,2024-03-11
1094,18245,9.26,2023-08-22
1095,23160,8.52,2023-02-06
1096,11338,17.9,2023-04-02
1097,39467,12.69,2024-07-24
1098,24658,19.34,2024-04-13
1099,51673,0.52,2023-06-16
1100,58469,10.51,2024-07-21
1101,41365,3.37,2023-04-05
1102,6854,40.0,2024-12-29
1103,20032,48.48,2023-06-19
1104,1369,6.43,2023-06-01
1105,16249,2.37,2024-09-29
1106,59237,4.03,2024-08-16
1107,33566,9.32,2024-08-14
1108,11525,54.77,2024-11-22
1109,6545,18.79,2024-06-11
1110,26314,5.04,2024-01-11
1111,40628,4.51,2024-05-06
1112,20864,4.53,2023-07-06
1113,30352,14.16,2023-02-20
1114,2443,25.15,2023-11-15
1115,23116,10.64,2024-09-08
1116,42533,5.75,2023-05-10
1117,16084,11.07,2023-07-29
1118,53682,51.43,2023-05-17
1119,11819,5.69,2023-03-18
1120,56891,6.92,2024-05-06
1121,5348,8.93,2023-06-25
1122,35781,7.91,2023-07-31
1123,7624,6.79,2023-04-30
1124,51979,33.45,2023-12-11
1125,21041,17.87,2023-05-16
1126,46905,78.58,2024-04-25
1127,37833,6.04,2023-07-25
1128,46040,5.35,2024-02-06
1129,48941,5.04,2024-12-10
1130,9412,8.46,2024-10-07
1131,15374,3.65,2023-12-23
1132,13972,7.1,2023-05-02
1133,24988,1.5,2023-01-13
1134,23699,11.75,2023-07-08
1135,14042,12.5,2023-03-11
1136,29687,10.61,2024-06-03
1137,51575,9.67,2024-12-10
1138,4508,9.72,2024-07-22
1139,2789,2.13,2024-10-13
1140,34549,8.2,2023-02-01
1141,58089,3.63,2023-03-28
1142,3953,7.64,2023-04-11
1143,52090,6.46,2023-06-22
1144,12992,11.32,2024-09-01
1145,53529,2.08,2023-03-19
1146,34428,86.89,2023-09-23
1147,2103,49.84,2023-04-22
1148,38843,16.87,2023-12-21
1149,39314,8.29,2024-03-08
1150,55538,38.14,2023-01-29
1151,36299,8.74,2023-03-29
1152,6919,4.68,2023-03-19
1153,12809,22.26,2023-12-03
1154,58231,4.41,2023-10-06
1155,48197,12.31,2023-02-05
1156,47748,4.33,2023-09-20
1157,47060,7.51,2024-09-13
1158,14908,11.31,2023-04-21
1159,51702,38.09,2023-06-20
1160,57355,13.6,2023-06-05
1161,39637,67.04,2023-05-04
1162,21879,2.99,2024-07-18
1163,19611,3.22,2024-07-21
1164,21490,2.75,2024-01-13
1165,1090,9.07,2024-10-07
1166,20368,5.46,2023-01-10
1167,45083,2.41,2024-09-13
1168,20047,6.47,2024-07-30
1169,26813,20.13,2023-07-18
1170,12718,4.67,2023-09-11
1171,36927,15.79,2024-07-14
1172,12000,2.65,2023-03-08
1173,22168,4.62,2024-03-30
1174,56270,3.78,2023-12-27
1175,50514,72.28,2024-12-16
1176,41053,4.1,2023-05-11
1177,24895,7.43,2024-06-25
1178,9339,3.9,2024-11-27
1179,2321,2.06,2023-11-14
1180,12163,16.11,2023-01-17
1181,5913,3.01,2024-01-11
1182,47163,12.94,2023-03-29
1183,14918,3.65,2023-12-18
1184,29876,7.64,2023-08-13
1185,14390,1.73,2023-02-26
1186,20564,16.48,2023-11-02
1187,52296,8.08,2024-10-24
1188,16593,3.83,2024-05-14
1189,7920,18.57,2024-03-14
1190,48582,2.56,2024-12-23
1191,40243,7.73,2024-02-25
1192,15822,3.72,2023-10-15
1193,58715,8.91,2023-09-02
1194,35276,1.75,2023-08-21
1195,12169,0.98,2024-06-20
1196,32732,41.18,2024-09-26
1197,31145,11.21,2024-02-22
1198,15372,26.49,2023-04-01
1199,39471,3.92,2023-10-12
1200,16695,2.32,2023-06-11
1201,26322,3.64,2023-01-08
1202,21890,12.94,2024-11-21
1203,30308,2.99,2024-02-27
1204,53312,7.8,2023-12-16
1205,17508,11.11,2024-08-10
1206,18918,20.47,2024-02-04
1207,4026,4.7,2023-03-17
1208,18283,7.24,2024-04-08
1209,28510,9.44,2023-03-03
1210,55645,11.75,2024-10-11
1211,58023,18.11,2023-03-20
1212,2029,13.19,2023-01-03
1213,1031,8.19,2024-10-08
1214,22513,2.3,2023-07-27
1215,46634,18.1,2024-06-13
1216,56811,4.49,2024-10-01
1217,24672,40.78,2023-04-03
1218,37475,8.18,2023-12-28
1219,9129,4.47,2023-12-03
1220,54728,10.94,2024-12-13
1221,35418,5.18,2023-03-24
1222,57091,16.84,2024-05-15
1223,42081,12.68,2023-08-02
1224,4210,5.91,2024-07-02
1225,59216,4.63,2023-07-16
1226,35694,4.04,2023-01-23
1227,46121,41.53,2024-08-11
1228,30755,4.58,2024-11-10
1229,33571,10.56,2024-10-14
1230,10783,3.0,2024-12-29
1231,9754,9.8,2024-06-17
1232,58037,11.31,2024-07-25
1233,32250,9.63,2024-08-11
1234,8342,2.43,2023-07-12
1235,24611,4.94,2023-11-20
1236,55190,2.18,2024-06-26
1237,51096,4.21,2024-12-03
1238,27815,44.32,2024-12-06
1239,16934,10.93,2024-06-09
1240,55202,9.41,2023-09-26
1241,15102,9.72,2023-04-20
1242,28406,23.12,2023-05-19
1243,56871,22.74,2024-09-14
1244,26496,9.27,2024-12-26
1245,52548,4.28,2024-06-15
1246,2592,52.97,2023-11-18
1247,23755,6.47,2024-04-21
1248,11209,17.02,2023-08-14
1249,13649,9.96,2023-08-05
1250,59012,16.66,2023-01-23
1251,25040,20.13,2024-02-12
1252,34943,140.26,2024-03-20
1253,43888,4.45,2024-05-29
1254,30291,1.69,2024-01-21
1255,31811,4.21,2024-11-11
1256,55078,14.13,2024-12-01
1257,21442,4.4,2024-07-28
1258,8579,19.55,2024-07-15
1259,5811,10.81,2024-12-02
1260,23136,4.52,2024-10-24
1261,6233,17.34,2023-08-16
1262,59058,5.15,2024-12-23
1263,43469,29.55,2024-12-05
1264,16022,4.21,2023-05-19
1265,15011,115.16,2024-11-15
1266,9179,17.02,2024-11-08
1267,13786,31.28,2024-04-14
1268,8203,5.33,2023-03-07
1269,48518,3.42,2023-12-03
1270,6664,14.86,2024-01-30
1271,39279,18.48,2024-03-09
1272,49878,16.14,2024-09-20
1273,50175,12.77,2023-09-05
1274,6557,3.56,2023-07-02
1275,10561,9.23,2023-04-10
1276,54202,46.81,2024-07-25
1277,54309,3.19,2024-02-23
1278,55029,4.84,2023-06-09
1279,6372,7.1,2024-09-16
1280,46691,2.65,2023-12-27
1281,30248,16.5,2023-11-26
1282,40640,7.97,2024-02-27
1283,19821,10.0,2023-03-03
1284,49248,5.24,2023-08-15
1285,29755,8.3,2023-07-19
1286,19805,12.95,2024-06-26
1287,45257,21.15,2024-01-19
1288,2809,54.61,2024-07-11
1289,11172,3.06,2023-12-29
1290,56702,4.93,2023-08-08
1291,3886,17.87,2024-10-29
1292,54606,29.77,2023-06-03
1293,53607,8.21,2024-07-26
1294,35100,3.34,2024-09-12
1295,630,9.63,2023-12-24
1296,56536,22.04,2023-09-18
1297,42405,4.93,2024-01-19
1298,56337,17.6,2023-03-08
1299,14642,9.07,2024-09-21
1300,20091,6.05,2024-05-27
1301,56225,4.97,2024-04-25
1302,51836,4.86,2023-12-13
1303,26996,1.44,2023-08-23
1304,56077,5.98,2023-07-16
1305,45668,1.95,2023-03-16
1306,45308,8.35,2023-11-22
1307,15242,0.69,2023-12-07
1308,41573,14.34,2023-05-14
1309,17316,73.55,2024-12-03
1310,49956,6.15,2024-09-08
1311,54477,27.89,2023-08-29
1312,53025,28.0,2023-07-05
1313,16084,17.23,2024-02-14
1314,39755,17.83,2024-11-09
1315,9302,5.01,2024-07-11
1316,3747,11.72,2023-08-08
1317,49284,0.97,2023-12-09
1318,52050,1.84,2023-03-21
1319,45596,2.63,2024-05-20
1320,6778,5.13,2024-03-19
1321,40148,8.57,2023-12-15
1322,55342,5.26,2024-06-28
1323,50902,5.63,2023-05-27
1324,27978,54.33,2023-01-04
1325,53557,24.68,2023-08-18
1326,55747,9.33,2024-11-12
1327,8297,2.04,2024-09-26
1328,14451,15.85,2023-02-23
1329,11233,0.97,2023-10-08
1330,12029,3.58,2023-11-14
1331,30912,32.16,2023-09-01
1332,17610,5.61,2023-07-30
1333,25353,3.84,2024-03-03
1334,20117,1.77,2023-06-06
1335,18658,5.3,2023-01-10
1336,21521,22.65,2024-07-28
1337,52731,34.59,2023-07-10
1338,40383,27.49,2023-03-16
1339,16464,6.24,2023-09-07
1340,58835,1.96,2024-01-05
1341,2540,2.29,2024-02-17
1342,57239,3.06,2023-06-26
1343,5632,11.33,2024-03-11
1344,29957,13.11,2023-11-03
1345,58556,3.38,2023-08-05
1346,6638,3.65,2024-07-11
1347,10207,5.06,2023-11-29
1348,22775,3.14,2023-06-16
1349,13539,4.07,2024-06-05
1350,3626,13.32,2023-05-19
1351,4311,5.1,2023-11-06
1352,56238,8.86,2024-06-07
1353,45521,16.65,2023-02-07
1354,45934,8.73,2023-10-08
1355,31102,20.57,2024-02-19
1356,43560,3.09,2024-11-08
1357,515,5.75,2024-12-03
1358,30453,10.63,2023-05-23
1359,5988,5.72,2024-07-05
1360,41011,1.49,2023-07-24
1361,38915,3.85,2024-05-25
1362,44575,5.2,2024-05-13
1363,12119,3.92,2024-04-24
1364,37956,24.55,2024-11-03
1365,12694,19.04,2024-07-20
1366,7669,2.9,2023-09-08
1367,48287,23.88,2024-04-20
1368,16020,6.66,2023-12-25
1369,4304,4.59,2023-12-11
1370,4082,20.83,2024-12-31
1371,10010,38.75,2023-03-31
1372,27749,8.47,2024-02-10
1373,45340,22.95,2023-09-21
1374,26240,11.2,2023-05-23
1375,21997,22.63,2023-09-06
1376,43575,10.61,2024-03-25
1377,31223,14.4,2024-06-04
1378,41691,3.85,2023-08-25
1379,21964,18.15,2023-03-23
1380,29005,1.53,2023-09-12
1381,27145,9.66,2023-10-07
1382,51705,1.57,2024-02-13
1383,13469,10.84,2023-06-07
1384,20544,7.16,2024-04-28
1385,818,10.69,2024-09-13
1386,57893,6.78,2023-10-26
1387,13911,17.14,2023-02-19
1388,34466,6.27,2024-03-16
1389,26513,11.5,2023-01-17
1390,25503,4.36,2023-05-24
1391,23320,11.37,2023-04-23
1392,41975,10.31,2023-10-06
1393,34300,16.57,2023-11-26
1394,18981,21.05,2023-02-21
1395,51409,44.28,2023-10-06
1396,43606,6.48,2023-04-24
1397,45129,10.94,2024-04-19
1398,47879,7.5,2024-03-24
1399,40477,2.65,2024-06-10
1400,1187,18.3,2024-05-04
1401,42974,16.59,2023-01-28
1402,29702,5.86,2024-03-03
1403,55821,12.46,2024-12-22
1404,17067,3.9,2023-02-08
1405,6288,10.02,2024-07-14
1406,16381,6.01,2023-09-10
1407,18618,18.44,2024-04-24
1408,12696,10.78,2023-03-29
1409,34477,5.76,2023-06-22
1410,31377,17.51,2024-02-10
1411,30231,7.87,2024-06-09
1412,23142,16.74,2023-09-23
1413,15090,37.82,2023-01-10
1414,37143,28.85,2024-12-16
1415,2028,4.03,2023-12-20
1416,28814,7.88,2024-04-25
1417,52516,2.8,2024-03-09
1418,20546,1.59,2024-11-19
1419,10983,11.79,2024-10-02
1420,20800,0.97,2023-04-08
1421,18479,2.62,2023-01-05
1422,14583,4.27,2024-12-04
1423,4107,1.57,2023-09-10
1424,6229,2.17,2024-05-09
1425,37958,19.38,2023-03-27
1426,16987,2.84,2023-05-29
1427,52293,41.91,2024-01-02
1428,37901,4.64,2024-12-01
1429,39636,15.88,2023-09-26
1430,17013,15.73,2023-09-11
1431,49532,4.9,2024-07-05
1432,31102,50.2,2023-12-06
1433,54693,24.4,2024-02-06
1434,23030,5.5,2024-02-16
1435,24308,12.73,2023-01-12
1436,52674,7.44,2024-08-24
1437,29671,4.63,2023-10-30
1438,15166,10.53,2023-07-14
1439,29136,11.77,2023-11-12
1440,50174,4.91,2024-09-15
1441,54672,5.69,2023-11-24
1442,27753,1.97,2023-05-26
1443,20417,8.54,2023-10-11
1444,43340,25.06,2024-06-30
1445,30385,15.03,2024-11-30
1446,49381,17.08,2023-02-28
1447,19780,6.44,2023-05-20
1448,35189,10.91,2024-08-10
1449,24975,39.34,2024-01-19
1450,15348,14.65,2023-12-21
1451,23261,2.39,2024-09-16
1452,12140,11.36,2024-11-27
1453,18056,1.77,2023-03-14
1454,51856,23.73,2023-07-02
1455,41649,3.86,2023-07-10
1456,41619,2.05,2024-09-05
1457,38013,7.47,2024-11-23
1458,50592,15.67,2023-11-20
1459,54259,17.9,2024-04-10
1460,56566,4.43,2024-02-12
1461,5414,7.72,2024-07-31
1462,13595,6.35,2023-01-31
1463,56150,5.34,2024-12-23
1464,59652,8.74,2023-10-07
1465,49969,31.93,2024-01-13
1466,44922,14.1,2023-12-05
1467,31799,7.73,2023-11-04
1468,14989,41.64,2023-08-15
1469,37796,12.39,2024-05-27
1470,55843,5.46,2023-05-22
1471,5180,8.09,2023-03-03
1472,21779,3.12,2024-06-24
1473,4211,7.71,2024-08-16
1474,27214,10.78,2024-07-22
1475,30810,10.6,2024-02-18
1476,50779,7.62,2024-05-25
1477,42967,11.21,2024-05-18
1478,5780,16.04,2024-11-17
1479,41730,8.95,2023-10-13
1480,20073,7.78,2023-01-14
1481,28215,7.81,2024-07-23
1482,35376,11.07,2023-10-22
1483,9594,3.29,2023-07-24
1484,16761,4.75,2023-03-24
1485,8032,0.84,2023-05-21
1486,37382,37.36,2023-09-07
1487,26981,28.06,2023-07-29
1488,59250,8.67,2023-01-17
1489,32773,19.72,2023-08-05
1490,36696,6.93,2023-03-29
1491,18927,8.41,2023-11-19
1492,47352,4.49,2024-04-27
1493,16964,12.69,2024-02-17
1494,48470,7.62,2023-10-03
1495,13249,15.46,2023-08-02
1496,31890,15.4,2023-07-30
1497,31703,4.77,2024-03-13
1498,50454,2.59,2023-09-06
1499,57350,25.18,2023-12-29
1500,12352,23.85,2023-05-10
1501,10199,4.49,2024-09-13
1502,40229,16.08,2023-07-13
1503,40600,11.98,2023-07-06
1504,24070,12.76,2024-11-29
1505,57052,12.43,2023-09-28
1506,38032,8.8,2023-02-02
1507,56736,9.83,2024-07-31
1508,9227,5.18,2023-10-13
1509,28207,36.81,2023-01-20
1510,48243,8.97,2024-08-17
1511,18824,9.71,2023-01-12
1512,7149,17.38,2023-04-24
1513,22530,8.35,2023-12-15
1514,45538,2.27,2024-07-04
1515,41377,6.25,2023-09-13
1516,55541,2.39,2023-07-22
1517,14174,4.89,2023-09-13
1518,27788,6.32,2023-07-26
1519,49145,2.79,2023-07-30
1520,38696,3.07,2024-08-23
1521,18553,4.32,2023-07-17
1522,26094,45.89,2024-10-03
1523,32926,6.3,2023-11-25
1524,37953,5.58,2024-09-10
1525,5153,5.39,2023-03-13
1526,16468,3.39,2023-12-23
1527,26146,9.67,2023-05-12
1528,386,29.92,2023-12-31
1529,13250,21.58,2024-08-31
1530,38087,7.76,2023-08-08
1531,49775,112.75,2024-03-28
1532,17153,7.81,2024-02-28
1533,15282,5.01,2024-08-26
1534,22443,7.75,2023-12-25
1535,26154,23.57,2024-08-09
1536,57853,0.99,2024-01-01
1537,8317,4.47,2023-08-27
1538,17901,4.44,2023-07-27
1539,37228,15.09,2023-10-15
1540,44347,8.19,2023-05-11
1541,47844,19.9,2024-03-02
1542,27918,12.69,2024-02-20
1543,52784,3.1,2023-09-23
1544,9054,3.57,2024-07-29
1545,16795,6.67,2023-08-20
1546,13871,4.48,2024-02-21
1547,35048,64.88,2024-04-21
1548,47502,8.14,2023-01-29
1549,1544,3.46,2024-12-10
1550,38884,11.92,2023-09-13
1551,27667,4.01,2024-06-09
1552,35998,4.48,2024-08-27
1553,59617,14.24,2023-08-06
1554,32046,7.25,2023-06-23
1555,10585,4.99,2023-04-30
1556,10710,16.29,2024-10-06
1557,18725,1.57,2023-02-09
1558,37950,3.85,2024-07-25
1559,15772,3.42,2024-10-28
1560,21196,30.93,2023-04-09
1561,9244,11.12,2023-07-07
1562,53518,13.45,2024-08-24
1563,44536,0.97,2023-07-21
1564,24537,4.37,2024-10-20
1565,34035,8.08,2024-12-25
1566,58671,20.34,2023-08-23
1567,1263,28.05,2023-02-09
1568,33482,9.88,2024-05-08
1569,50061,11.97,2024-07-10
1570,59286,14.56,2024-10-25
1571,29777,1.87,2023-07-06
1572,22762,9.05,2024-06-29
1573,23626,13.81,2024-08-03
1574,28616,0.86,2024-11-23
1575,4717,1.91,2023-05-06
1576,595,26.51,2024-02-14
1577,18599,1.93,2023-04-09
1578,12192,6.7,2023-08-05
1579,47031,10.68,2023-01-16
1580,34217,29.75,2024-04-28
1581,5465,12.47,2023-01-28
1582,15930,2.97,2024-06-04
1583,39041,8.18,2024-05-03
1584,43508,1.01,2024-07-03
1585,57299,18.91,2023-11-13
1586,40123,14.71,2023-11-06
1587,52673,28.5,2024-01-30
1588,47334,6.51,2024-01-04
1589,27280,10.49,2024-01-01
1590,23591,21.43,2024-09-25
1591,2800,6.16,2023-10-21
1592,9400,5.29,2024-08-06
1593,32863,11.88,2023-11-28
1594,16155,6.06,2023-11-01
1595,2573,14.58,2024-11-01
1596,59793,3.02,2023-08-28
1597,10831,10.21,2023-01-08
1598,38091,8.4,2023-01-29
1599,32680,6.98,2023-02-06
1600,48532,9.24,2023-11-23
1601,34629,19.54,2023-01-19
1602,52834,5.52,2024-05-10
1603,55958,4.98,2024-12-26
1604,14800,3.03,2023-10-19
1605,10748,7.58,2024-07-29
1606,11,5.85,2023-01-31
1607,15633,7.18,2024-01-21
1608,4832,7.8,2023-06-01
1609,47688,1.11,2023-02-07
1610,20147,15.77,2024-04-17
1611,51748,10.31,2023-12-01
1612,31804,13.87,2023-05-04
1613,17843,2.73,2024-01-03
1614,14540,2.17,2024-06-14
1615,49550,31.94,2023-08-18
1616,11322,12.51,2023-12-18
1617,9624,6.64,2024-02-24
1618,41294,2.79,2024-09-28
1619,45639,2.21,2024-09-21
1620,41500,10.2,2024-03-09
1621,55177,23.13,2024-07-31
1622,54641,27.27,2023-03-03
1623,6001,9.54,2023-01-03
1624,27477,18.24,2023-11-14
1625,3505,13.01,2023-08-24
1626,26348,5.4,2023-10-29
1627,51683,7.0,2024-10-17
1628,42477,2.74,2023-08-18
1629,50617,12.13,2024-10-03
1630,26074,13.54,2023-06-17
1631,22477,17.77,2023-08-13
1632,46595,3.44,2023-01-02
1633,58501,6.64,2024-02-10
1634,9226,1.71,2023-06-08
1635,21507,21.21,2024-04-29
1636,10173,2.73,2023-09-23
1637,10816,11.21,2024-04-15
1638,52715,7.45,2023-06-23
1639,19050,4.49,2023-06-29
1640,34738,12.8,2024-08-10
1641,55340,2.39,2024-04-26
1642,56826,8.73,2024-07-20
1643,2592,5.23,2024-03-12
1644,19570,10.21,2024-01-29
1645,45961,3.67,2024-08-03
1646,48689,38.39,2023-04-13
1647,59280,15.77,2023-05-09
1648,51738,4.76,2024-09-23
1649,6951,23.41,2024-05-31
1650,35209,23.34,2024-01-27
1651,33405,4.48,2023-12-04
1652,39709,38.06,2024-03-03
1653,23540,9.78,2024-03-06
1654,3183,38.71,2023-01-22
1655,42797,23.22,2024-04-02
1656,21191,4.68,2024-11-03
1657,46522,40.59,2024-06-03
1658,30352,2.59,2023-05-28
1659,55382,5.44,2024-01-31
1660,58085,14.46,2024-08-20
1661,31498,15.18,2024-10-03
1662,38263,6.28,2023-12-21
1663,10221,7.04,2023-02-13
1664,55189,29.69,2023-07-05
1665,50677,13.24,2024-06-25
1666,59595,11.79,2023-07-14
1667,11695,2.97,2023-02-16
1668,13327,21.51,2024-06-10
1669,33876,8.11,2024-02-13
1670,44286,14.07,2023-07-13
1671,771,14.76,2024-06-11
1672,10853,18.61,2023-10-24
1673,59376,24.94,2024-01-30
1674,43660,23.31,2024-09-06
1675,57577,10.22,2024-10-24
1676,37162,6.39,2023-06-09
1677,3593,13.27,2023-05-18
1678,24553,3.22,2024-11-02
1679,28322,3.36,2024-12-15
1680,35522,5.65,2023-03-19
1681,50862,12.71,2023-09-30
1682,11029,11.68,2023-12-22
1683,41054,2.12,2023-11-14
1684,7520,19.97,2024-10-16
1685,9735,21.26,2023-04-09
1686,41400,23.91,2024-10-14
1687,30730,3.15,2023-06-19
1688,27690,28.41,2024-03-12
1689,27081,9.8,2023-09-20
1690,31479,15.59,2023-06-10
1691,40512,24.1,2023-06-19
1692,41081,151.79,2024-02-12
1693,36436,12.12,2023-11-21
1694,8750,15.23,2024-04-23
1695,51552,9.2,2024-12-31
1696,51070,8.11,2024-05-06
